station_id,station_name,lat,lon,total_departures,total_arrivals,mean_departures,mean_arrivals,mean_net_flow,std_net_flow
28,"Bolsover Street, Fitzrovia",51.523518,-0.143613,1966,1816,1.3002645502645502,1.2010582010582012,0.0992063492063492,1.604741289007453
29,"Hereford Road, Bayswater",51.513735,-0.193487,1457,1181,0.9636243386243386,0.781084656084656,0.18253968253968253,1.9716083809809608
30,"Windsor Terrace, Hoxton",51.529154,-0.093421,2250,2000,1.4880952380952381,1.3227513227513228,0.16534391534391535,1.8250162544563244
31,"Fanshaw Street, Hoxton",51.529537,-0.083353,2019,1828,1.3353174603174602,1.208994708994709,0.12632275132275134,2.0789946207296284
32,,,,3821,4287,2.5271164021164023,2.8353174603174605,-0.3082010582010582,5.075758187953792
33,"Central House, Aldgate",51.515231,-0.07015,2169,2190,1.4345238095238095,1.4484126984126984,-0.013888888888888888,1.7854304712846565
34,"Pancras Road, King's Cross",51.534123,-0.129386,1174,1212,0.7764550264550265,0.8015873015873016,-0.02513227513227513,1.6578723364643855
36,"De Vere Gardens, Kensington",51.501737,-0.18498,1529,1307,1.0112433862433863,0.8644179894179894,0.14682539682539683,1.6366510256268683
37,"Penywern Road, Earl's Court",51.491593,-0.192369,1838,1591,1.2156084656084656,1.0522486772486772,0.16335978835978837,1.6058814247676314
38,"Abingdon Villas, Kensington",51.497387,-0.197245,923,981,0.6104497354497355,0.6488095238095238,-0.03835978835978836,1.1983264119014947
39,"Shoreditch High Street, Shoreditch",51.526377,-0.07813,4185,4231,2.767857142857143,2.7982804232804233,-0.03042328042328042,2.83830755224868
40,"Commercial Street, Shoreditch",51.52127,-0.075578,1306,1426,0.8637566137566137,0.9431216931216931,-0.07936507936507936,1.5146485681156863
41,"Pindar Street, Liverpool Street",51.520955,-0.083493,28,17,0.018518518518518517,0.011243386243386243,0.007275132275132275,0.22562505802045346
42,"Wenlock Road , Hoxton",51.530991,-0.093903,2570,2217,1.6997354497354498,1.4662698412698412,0.23346560846560846,2.3256670214756405
43,"Crawford Street, Marylebone",51.52026,-0.157183,1833,1707,1.2123015873015872,1.128968253968254,0.08333333333333333,1.6309993363605249
